Company,Tax Name,Filed By
"MediaMacros, Inc.",Medicare,PF
"MediaMacros, Inc.",Employer Medicare Tax,PF
"MediaMacros, Inc.",Federal Unemployment Tax,PF
"MediaMacros, Inc.",Georgia State Unemployment Tax,MT
"MediaMacros, Inc.",Georgia Administrative Assessment Tax,MT
"MediaMacros, Inc.",Georgia State Tax,MT
"MediaMacros, Inc.",North Carolina State Unemployment Tax,MT
"MediaMacros, Inc.",North Carolina State Tax,MT
"Nicoya Farm, LLC",,
Blackrock Home Design LLC,,
"LAW FIRM OF DAYREL SEWELL, PLLC",,
"Fixel, LLC",OR State Unemployment Insurance Tax,MT
Greater La Crosse Area Chamber of Commerce,,
APIHub Inc,,
"Angry Sam Productions, Inc.",,
"Metalmark Innovations, Inc.",,
Inokyo Inc.,,
"The Thrive Group, Inc",New York State Unemployment Tax,PF
"The Thrive Group, Inc",New York Reemployment Fund,PF
"The Thrive Group, Inc",NY State Disability Insurance (SDI),MT
"The Thrive Group, Inc",New York State Withholdings Tax,PF
"The Thrive Group, Inc",California State Unemployment Tax,PF
"The Thrive Group, Inc",California Employment Training Tax,PF
"The Thrive Group, Inc",CA state disability insurance,PF
"Segment.io, Inc.",,
"Solchroma Technologies, Inc.",,
The Well at Melody Hill,Indiana State Unemployment Insurance Tax,MT
Jumpstart Campaigns LLC,,
Eden Edibles LLC,,
"Laurel Street Enterprises, Inc.",,
Lannister Consulting LLC,,
"Potrero Medical, Inc.",,
"Castlerock Employee, LLC",Texas State Unemployment Tax,PF
"Castlerock Employee, LLC",Colorado State Withholding Tax,MT
"Castlerock Employee, LLC",Colorado State Unemployment Insurance Tax,MT
SVA Solutions LLC,,
Bidmoni,,
Steven R Walls PC,Oregon Employee Statewide Transit Tax,MT
"Badger Maps, Inc",,
"Stynt, Inc",Massachusetts Employer Medical Assistance Contributions,MT
Gogodemo Inc.,,
"AC Eugene, LLC",,
Delaware Valley Regional Center,,
Bellaire Jewish Center,,
"Finnest, Inc",,
"Tri-Unity Infusion Services, LLC",Federal Income Tax,PF
"Tri-Unity Infusion Services, LLC",Social Security,PF
"Tri-Unity Infusion Services, LLC",Employer Social Security,PF
"Tri-Unity Infusion Services, LLC",Medicare,PF
"Tri-Unity Infusion Services, LLC",Employer Medicare Tax,PF
"Tri-Unity Infusion Services, LLC",Federal Unemployment Tax,PF
"Tri-Unity Infusion Services, LLC",Illinois State Tax,PF
"Tri-Unity Infusion Services, LLC",Indiana State Withholding Tax,MT
"Tri-Unity Infusion Services, LLC",Lake County Tax,MT
"Tri-Unity Infusion Services, LLC",LaPorte County Tax,MT
"Tri-Unity Infusion Services, LLC",Michigan State Unemployment Tax,MT
"Tri-Unity Infusion Services, LLC",Michigan Obligation Assessment Tax,MT
"Tri-Unity Infusion Services, LLC",Additional Medicare,PF
"Misk.com, Inc.",WA Family and Medical Leave Insurance (Employee),PF
"Misk.com, Inc.",WA Family and Medical Leave Insurance (Employer),PF
"bitmovin, Inc.",,
"Starsky Robotics, Inc.",,
UCroo Incorporated,,
Wandering Ear LLC,WA Family and Medical Leave Insurance (Employee),PF
Wandering Ear LLC,WA Family and Medical Leave Insurance (Employer),PF
Hotel Rehabs LLC,,
DAE CONSTRUCTION SERVICES LLC,Federal Income Tax,PF
DAE CONSTRUCTION SERVICES LLC,Social Security,PF
DAE CONSTRUCTION SERVICES LLC,Employer Social Security,PF
DAE CONSTRUCTION SERVICES LLC,Medicare,PF
DAE CONSTRUCTION SERVICES LLC,Employer Medicare Tax,PF
DAE CONSTRUCTION SERVICES LLC,Federal Unemployment Tax,PF
DAE CONSTRUCTION SERVICES LLC,Colorado State Unemployment Insurance Tax,MT
DAE CONSTRUCTION SERVICES LLC,Colorado State Withholding Tax,MT
DAE CONSTRUCTION SERVICES LLC,"Denver OPT, for employees",MT
Casa Bella Escrow Services Inc,,
San Diego Ticket Fighter,,
"Electra Vehicles, Inc.",,
Red Thread Marketing,,
"Daka Labs, LLC",,
Chris Bagg Coaching Group,,
ZG Realty,"Denver OPT, for employees",MT
ZG Realty,"Denver OPT, for employers",MT
"Wakaba USA, Inc.",WA Family and Medical Leave Insurance (Employee),PF
1st Avenue Driving School,,
Kaleafa - WWMP LLC,,
Commerce Cooperative,,
FSC Barber LLC,,
"RAS Consulting & Investigations, LLC",,
Lawyerist Media LLC,Minnesota State Withholding Tax,MT
"Ernest B. Williams IV, PLLC",,
the fin exploration company,,
"Wash Me Windows, LLC",,
"Cloud 9 Infosystems, Inc.",,
Ramirez & Kain LLC,Federal Income Tax,PF
Ramirez & Kain LLC,Social Security,PF
Ramirez & Kain LLC,Employer Social Security,PF
Ramirez & Kain LLC,Medicare,PF
Ramirez & Kain LLC,Employer Medicare Tax,PF
Ramirez & Kain LLC,Federal Unemployment Tax,PF
Ramirez & Kain LLC,Massachusetts State Unemployment Tax,MT
Ramirez & Kain LLC,Massachusetts Workforce Training Fund,MT
Ramirez & Kain LLC,Massachusetts State Tax,MT
Shasta Grill LLC,,
Prairie Peak Investments,,
"Orion Spine, Inc",,
Draud Sudbury Psychiatric Solutions,Federal Income Tax,PF
Draud Sudbury Psychiatric Solutions,Social Security,PF
Draud Sudbury Psychiatric Solutions,Employer Social Security,PF
Draud Sudbury Psychiatric Solutions,Medicare,PF
Draud Sudbury Psychiatric Solutions,Employer Medicare Tax,PF
Draud Sudbury Psychiatric Solutions,Federal Unemployment Tax,PF
Draud Sudbury Psychiatric Solutions,Tennessee State Unemployment Insurance Premiums,MT
Draud Sudbury Psychiatric Solutions,Additional Medicare,PF
Tom Sawyer Country Coffee LLC,WA Family and Medical Leave Insurance (Employee),PF
Erika Giraldo PLLC,,
"Corevist, Inc.",Tredyffrin (Township) Tredyffrin-Easttown School District EIT,MT
"Corevist, Inc.",Tredyffrin (Township) Tredyffrin-Easttown School District LST,MT
"Ridgway and Sons, LLC",,
CROWD COW INC,WA Family and Medical Leave Insurance (Employee),PF
PsiKick Inc.,,
"Daci Jett Law, LLC",,
"Periscope, Inc.",,
Schooner Digital,,
Float Bellevue LLC,,
CoMedia Design Inc.,,
"Roberts Ceiling Cleaning, LLC",,
Code My Views Inc.,,
"Dealpath, Inc.",,
Stickbuilt Inc,,
"StartStopMove, Inc",Federal Income Tax,PF
"StartStopMove, Inc",Social Security,PF
"StartStopMove, Inc",Employer Social Security,PF
"StartStopMove, Inc",Medicare,PF
"StartStopMove, Inc",Employer Medicare Tax,PF
"StartStopMove, Inc",Federal Unemployment Tax,PF
"StartStopMove, Inc",Florida State Unemployment Tax,MT
"StartStopMove, Inc",North Carolina State Unemployment Tax,MT
"StartStopMove, Inc",North Carolina State Tax,MT
"StartStopMove, Inc",Additional Medicare,PF
"Philp Industries, LLC",,
"Nyansa, Inc.",,
3 Cent Copies LLC,,
"V M Concrete, Inc",Federal Income Tax,PF
"V M Concrete, Inc",Social Security,PF
"V M Concrete, Inc",Employer Social Security,PF
"V M Concrete, Inc",Medicare,PF
"V M Concrete, Inc",Employer Medicare Tax,PF
"V M Concrete, Inc",Federal Unemployment Tax,PF
"V M Concrete, Inc",Oklahoma State Unemployment Tax,MT
"V M Concrete, Inc",Oklahoma State Income Tax,MT
THE BALTIMORE THERAPY CENTER LLC,Maryland State Unemployment Insurance Tax,MT
THE BALTIMORE THERAPY CENTER LLC,Additional Medicare,PF
"Brightseed, Inc",Washington Workers' Comp Insurance - Employee,PF
"Brightseed, Inc",Washington Workers' Comp Insurance - Employer,PF
"Brightseed, Inc",WA Family and Medical Leave Insurance (Employee),MT
"Hoverstate 2.0, Inc",WA Family and Medical Leave Insurance (Employee),PF
Justin Wohlrabe,Minnesota Unemployment Insurance Tax,MT
Justin Wohlrabe,Minnesota State Unemployment Insurance Surcharge,MT
CFA Pizza Corp.,,
"Zendrive, Inc",,
International Tea Importers,,
"Physera, Inc",,
"Wealthsimple US, Ltd.",,
Allred Delivery Inc,Additional Medicare,PF
Allred Delivery Inc,Alaska Unemployment Insurance Tax (employer portion),MT
Allred Delivery Inc,Alaska Unemployment Insurance Tax (employee portion),MT
"CB Johnson & Associates, PLLC",Washington State Unemployment Tax,PF
"CB Johnson & Associates, PLLC",Washington Employment Admin Fund,PF
"CB Johnson & Associates, PLLC",Washington Workers' Comp Insurance - Employee,PF
"CB Johnson & Associates, PLLC",Washington Workers' Comp Insurance - Employer,PF
"CB Johnson & Associates, PLLC",Additional Medicare,PF
"CB Johnson & Associates, PLLC",WA Family and Medical Leave Insurance (Employee),PF
"CB Johnson & Associates, PLLC",WA Family and Medical Leave Insurance (Employer),PF
"CB Johnson & Associates, PLLC",Oregon State Withholding Tax,MT
"CB Johnson & Associates, PLLC",OR State Unemployment Insurance Tax,MT
"CB Johnson & Associates, PLLC",Trimet Excise Tax,MT
"CB Johnson & Associates, PLLC",Oregon Workers' Benefit Fund (Employer),MT
"CB Johnson & Associates, PLLC",Oregon Workers' Benefit Fund (Employee),MT
"CB Johnson & Associates, PLLC",Oregon Employee Statewide Transit Tax,MT
"Badger Maps, Inc",,
Sky Circles Healing Arts PLLC,WA Family and Medical Leave Insurance (Employee),PF
Sky Circles Healing Arts PLLC,WA Family and Medical Leave Insurance (Employer),PF
C3 Metrics Inc,,
"PaleoPax, LLC",,
Anastasio Architect PC,,
SSCL LLC,Federal Income Tax,PF
SSCL LLC,Social Security,PF
SSCL LLC,Employer Social Security,PF
SSCL LLC,Medicare,PF
SSCL LLC,Employer Medicare Tax,PF
SSCL LLC,Federal Unemployment Tax,PF
SSCL LLC,North Carolina State Unemployment Tax,MT
SSCL LLC,North Carolina State Tax,MT
GSV Care Medical Clinic,,
"Yolanda Harper, LCSW, LLC",,
"Hala Systems, Inc.",,
Jabberwocky Composites LLC,,
"That's No Moon, Inc.",Federal Income Tax,PF
"That's No Moon, Inc.",Social Security,PF
"That's No Moon, Inc.",Employer Social Security,PF
"That's No Moon, Inc.",Medicare,PF
"That's No Moon, Inc.",Employer Medicare Tax,PF
"That's No Moon, Inc.",Federal Unemployment Tax,PF
"That's No Moon, Inc.",Florida State Unemployment Tax,MT
"That's No Moon, Inc.",NJ State Unemployment Tax,MT
"That's No Moon, Inc.",NJ Workforce Development/Supplemental Work Force,MT
"That's No Moon, Inc.",New Jersey State Unemployment Insurance,MT
"That's No Moon, Inc.",NJ Family Leave Insurance,MT
"That's No Moon, Inc.",New Jersey State Disability Insurance,MT
"That's No Moon, Inc.",New Jersey Employer SDI,MT
"That's No Moon, Inc.",New Jersey State Tax,MT
DC Funding Group,,
VIATechnik LLC,,
"Postcard Properties, Inc",,
Blueprint Talent Group,,
"Van Horn Healthcare Consulting, Inc.",,
LaunchGood Inc.,,
We Dog Care,,
HealthTech Solutions Organizer,Iowa Unemployment Insurance Tax,MT
HealthTech Solutions Organizer,Additional Medicare,PF
HealthTech Solutions Organizer,Illinois State Unemployment Tax,PF
Hammer Down Investments Inc,WA Family and Medical Leave Insurance (Employee),PF
"Lassi Cafe, LLC",WA Family and Medical Leave Insurance (Employee),PF
Pools By Mitch,,
Driftt,Federal Income Tax,PF
Driftt,Social Security,PF
Driftt,Employer Social Security,PF
Driftt,Medicare,PF
Driftt,Employer Medicare Tax,PF
Driftt,Federal Unemployment Tax,PF
Driftt,Massachusetts State Unemployment Tax,MT
Driftt,Massachusetts Workforce Training Fund,MT
Driftt,Massachusetts State Tax,MT
Driftt,Additional Medicare,PF
"Phil, Inc.",,
"Solera Health, Inc.",Additional Medicare,PF
"Solera Health, Inc.",Florida State Unemployment Tax,MT
"Solera Health, Inc.",Arizona State Unemployment Tax,MT
"Solera Health, Inc.",Arizona State Tax,MT
"Solera Health, Inc.",Maine State Unemployment Tax,MT
"Solera Health, Inc.",Maine CSSF,MT
"Solera Health, Inc.",Maine State Tax,MT
Ten Flint LLC,,
Eluvio,,
"Turpin Landscaping, Inc",,
DataSense Analytics Inc.,,
"Barking Critter, LLC",WA Family and Medical Leave Insurance (Employee),PF
"Upstack Technologies, Inc.",New York State Unemployment Tax,PF
"Upstack Technologies, Inc.",New York Reemployment Fund,PF
"Upstack Technologies, Inc.",New York State Withholdings Tax,PF
"Upstack Technologies, Inc.",NY State Disability Insurance (SDI),MT
"Upstack Technologies, Inc.",California State Tax,PF
"Upstack Technologies, Inc.",California State Unemployment Tax,PF
"Upstack Technologies, Inc.",California Employment Training Tax,PF
"Upstack Technologies, Inc.",CA state disability insurance,PF
"Camunda, Inc.",Federal Income Tax,PF
"Camunda, Inc.",Social Security,PF
"Camunda, Inc.",Employer Social Security,PF
"Camunda, Inc.",Medicare,PF
"Camunda, Inc.",Employer Medicare Tax,PF
"Camunda, Inc.",Federal Unemployment Tax,PF
"Camunda, Inc.",Colorado State Unemployment Insurance Tax,MT
"Camunda, Inc.",Colorado State Withholding Tax,MT
"Zeco Systems, Inc.",,
Ario,,
Commonwealth Joe,,
EMERGING ACADEMY LLC,Federal Income Tax,PF
EMERGING ACADEMY LLC,Social Security,PF
EMERGING ACADEMY LLC,Employer Social Security,PF
EMERGING ACADEMY LLC,Medicare,PF
EMERGING ACADEMY LLC,Employer Medicare Tax,PF
EMERGING ACADEMY LLC,Federal Unemployment Tax,PF
EMERGING ACADEMY LLC,Massachusetts State Unemployment Tax,MT
EMERGING ACADEMY LLC,Massachusetts Workforce Training Fund,MT
EMERGING ACADEMY LLC,Massachusetts State Tax,MT
EMERGING ACADEMY LLC,Additional Medicare,PF
Yup Technologies Inc.,,
"Build Inclusion, Inc.",Federal Income Tax,PF
"Build Inclusion, Inc.",Social Security,PF
"Build Inclusion, Inc.",Employer Social Security,PF
"Build Inclusion, Inc.",Medicare,PF
"Build Inclusion, Inc.",Employer Medicare Tax,PF
"Build Inclusion, Inc.",Additional Medicare,PF
"Build Inclusion, Inc.",Kentucky Withholding Tax,MT
"The Riveter, Inc.",WA Family and Medical Leave Insurance (Employee),PF
Belle Communication,Florida State Unemployment Tax,MT
Belle Communication,Additional Medicare,PF
Belle Communication,Missouri Withholding Tax,MT
Belle Communication,Missouri Unemployment Insurance Tax,MT
Belle Communication,Withholding tax for Kansas City,MT
Highline Audiology PC,WA Family and Medical Leave Insurance (Employee),PF
Hint Media Inc,WA Family and Medical Leave Insurance (Employee),PF
Casa Bella Escrow Services Inc,,
HMFDF Inc,,
"OASIS LABS, INC.",,
"Well Woven, Inc.",,
Propelland USA Inc.,,
"Skaggs East, LLC",,
"5 Star Plumbing, Inc",,
"Entrepreneurship For All, Inc.",Federal Income Tax,PF
"Entrepreneurship For All, Inc.",Social Security,PF
"Entrepreneurship For All, Inc.",Employer Social Security,PF
"Entrepreneurship For All, Inc.",Medicare,PF
"Entrepreneurship For All, Inc.",Employer Medicare Tax,PF
"Entrepreneurship For All, Inc.",Massachusetts State Tax,MT
"Entrepreneurship For All, Inc.",Additional Medicare,PF
Aperture Real Estate Corporation,,
2-CM Technologies LLC,Federal Income Tax,PF
2-CM Technologies LLC,Social Security,PF
2-CM Technologies LLC,Employer Social Security,PF
2-CM Technologies LLC,Medicare,PF
2-CM Technologies LLC,Employer Medicare Tax,PF
2-CM Technologies LLC,Maryland State Withholding Tax,MT
CFA Pizza Corp.,,
Estudio Pura Vida LLC,New York State Unemployment Tax,PF
Estudio Pura Vida LLC,New York Reemployment Fund,PF
Estudio Pura Vida LLC,NY State Disability Insurance (SDI),MT
Estudio Pura Vida LLC,New York State Withholdings Tax,PF
Estudio Pura Vida LLC,Additional Medicare,PF
Estudio Pura Vida LLC,NY Family Leave Insurance,MT
Estudio Pura Vida LLC,California State Unemployment Tax,PF
Estudio Pura Vida LLC,CA state disability insurance,PF
"Zeco Systems, Inc.",California State Tax,PF
"Zeco Systems, Inc.",California State Unemployment Tax,PF
"Zeco Systems, Inc.",California Employment Training Tax,PF
"Zeco Systems, Inc.",CA state disability insurance,PF
"Zeco Systems, Inc.",Additional Medicare,PF
"Zeco Systems, Inc.",Michigan State Unemployment Tax,MT
"Zeco Systems, Inc.",Michigan Obligation Assessment Tax,MT
uBiome,California State Tax,PF
uBiome,California State Unemployment Tax,PF
uBiome,California Employment Training Tax,PF
uBiome,CA state disability insurance,PF
uBiome,New York State Unemployment Tax,PF
uBiome,New York Reemployment Fund,PF
uBiome,NY State Disability Insurance (SDI),MT
"Collective Hotels & Retreats, Inc.",,
"Lindberg & Associates Insurance, LLC",,
Midwinter Entertainment Inc,WA Family and Medical Leave Insurance (Employee),PF
"Ragtrades, Inc.",,
Assistagram LLC,Iowa Unemployment Insurance Tax,MT
Steven C. Mirabello,Federal Income Tax,PF
Steven C. Mirabello,Social Security,PF
Steven C. Mirabello,Employer Social Security,PF
Steven C. Mirabello,Medicare,PF
Steven C. Mirabello,Employer Medicare Tax,PF
Steven C. Mirabello,Federal Unemployment Tax,PF
Steven C. Mirabello,Florida State Unemployment Tax,MT
WAYS Fundraising USA,Federal Income Tax,PF
WAYS Fundraising USA,Social Security,PF
WAYS Fundraising USA,Employer Social Security,PF
WAYS Fundraising USA,Medicare,PF
WAYS Fundraising USA,Employer Medicare Tax,PF
WAYS Fundraising USA,Federal Unemployment Tax,PF
WAYS Fundraising USA,California State Tax,PF
WAYS Fundraising USA,California State Unemployment Tax,PF
WAYS Fundraising USA,CA state disability insurance,PF
WAYS Fundraising USA,Colorado State Unemployment Insurance Tax,MT
WAYS Fundraising USA,Colorado State Withholding Tax,MT
WAYS Fundraising USA,Minnesota State Withholding Tax,MT
WAYS Fundraising USA,Minnesota Unemployment Insurance Tax,MT
WAYS Fundraising USA,Minnesota State Unemployment Insurance Surcharge,MT
WAYS Fundraising USA,"Denver OPT, for employees",MT
WAYS Fundraising USA,"Denver OPT, for employers",MT
Krikey,,
BlinkTag Inc,,
"Saddleback Educational, Inc.",,
"InnoVentures Capital Management, Inc.",,
"DoctorLogic, LLC",,
Maid In Bastrop,,
Writing Pad,,
"Giving Assistant, Inc",Alabama Withholding Tax,MT
"Giving Assistant, Inc",Alabama Unemployment Insurance Tax,MT
"Giving Assistant, Inc",Additional Medicare,PF
"Giving Assistant, Inc",Tennessee State Unemployment Insurance Premiums,MT
SailCommerce Inc,,
H E A T AND GO,,
Blitz Studios,,
Black & Black Creative LLC,,
"Onward Israel USA, Inc.",,
Scaleworks Inc,,
Broomfields Welding and Fabrication Inc,,
Falah Trade & Investments Inc.,,
BUCKAROO INC,WA Family and Medical Leave Insurance (Employee),PF
Randolph Investments,,
"Rainforest QA, Inc.",,
Lighthouse Information Systems Inc.,WA Family and Medical Leave Insurance (Employee),PF
"Nirmata, Inc",,
"Go Maps, Inc.",,
"Inspo Network, Inc.",WA Family and Medical Leave Insurance (Employee),PF
"KTH HOLDINGS, INC.","Denver OPT, for employees",MT
"KTH HOLDINGS, INC.","Denver OPT, for employers",MT
Mobikasa LLC,,
Sugar Plum Spa Corp,WA Family and Medical Leave Insurance (Employee),PF
Lighthouse Information Systems Inc.,,
Heather Lyons PHD,,
Airpoints Inc,,
Soma Capital Partners LLC,,
Elle Designs,,
"Revivn, Inc.",,
"Get Louder Productions, LLC",,
"Scottsdale Autism Services, LLC",Federal Income Tax,PF
"Scottsdale Autism Services, LLC",Social Security,PF
"Scottsdale Autism Services, LLC",Employer Social Security,PF
"Scottsdale Autism Services, LLC",Medicare,PF
"Scottsdale Autism Services, LLC",Employer Medicare Tax,PF
"Scottsdale Autism Services, LLC",Federal Unemployment Tax,PF
"Scottsdale Autism Services, LLC",Arizona State Unemployment Tax,MT
"Scottsdale Autism Services, LLC",Arizona State Tax,MT
Cedar Communications LLC,Alaska Unemployment Insurance Tax (employer portion),MT
Cedar Communications LLC,Federal Income Tax,PF
Cedar Communications LLC,Social Security,PF
Cedar Communications LLC,Employer Social Security,PF
Cedar Communications LLC,Medicare,PF
Cedar Communications LLC,Employer Medicare Tax,PF
Cedar Communications LLC,Federal Unemployment Tax,PF
Cedar Communications LLC,Alaska Unemployment Insurance Tax (employee portion),MT
The Silverberg Academy LLC,,
O(1) Labs Operating Corporation,,
BRAYN Consulting LLC,California State Tax,PF
BRAYN Consulting LLC,California State Unemployment Tax,PF
BRAYN Consulting LLC,California Employment Training Tax,PF
BRAYN Consulting LLC,CA state disability insurance,PF
BRAYN Consulting LLC,Additional Medicare,PF
BRAYN Consulting LLC,Louisiana Withholding Tax,MT
BRAYN Consulting LLC,Louisiana Unemployment Insurance Tax,MT
"Hidden Gems Preschool, Inc.",,
Three Day Rule,,
"Blocktest, LLC",,
"Winsider Seminars & Solutions, Inc.",,
"Spiceologist, Inc.",WA Family and Medical Leave Insurance (Employee),PF
"Learn with the Best, LLC",Federal Income Tax,PF
"Learn with the Best, LLC",Social Security,PF
"Learn with the Best, LLC",Employer Social Security,PF
"Learn with the Best, LLC",Medicare,PF
"Learn with the Best, LLC",Employer Medicare Tax,PF
"Learn with the Best, LLC",Federal Unemployment Tax,PF
"Learn with the Best, LLC",North Carolina State Unemployment Tax,MT
"Learn with the Best, LLC",North Carolina State Tax,MT
Leadership Greater Huntsville Inc,,
Strio Consulting,,
Dona Villani Southern Belle Boutique By Dona LLC,,
"Stand Up 236, LLC.",,
Spectraflow East Inc,,
"Ross Insurance and Financial Services, Inc.",,
"Clearsurance, Inc.",,
"Leap To Success, Inc.",,
Emrich Aerial Spraying LLC,,
Ladlie Trachsel Financial Advisors Inc.,,
TCG Coffee Company,,
"Alison Janutolo Maxwell, PS",WA Family and Medical Leave Insurance (Employee),PF
Warm Springs Inn & Winery,WA Family and Medical Leave Insurance (Employee),PF
"No Bones Hospitality, LLC",WA Family and Medical Leave Insurance (Employee),PF
88 Freight LLC,,
Adkins Law PLLC,,
The Exponent Group,Massachusetts State Unemployment Tax,MT
The Exponent Group,Massachusetts Workforce Training Fund,MT
"Sea2050 Management, Inc.",,
"DragonEra Products, Inc.",,
UPPER QUAD LLC,,
"Montellese Family Chiropractic, Inc.",,
Everlaw,California State Tax,PF
Everlaw,California State Unemployment Tax,PF
Everlaw,California Employment Training Tax,PF
Everlaw,CA state disability insurance,PF
Everlaw,Washington State Unemployment Tax,PF
Everlaw,Washington Employment Admin Fund,PF
Everlaw,Washington Workers' Comp Insurance - Employee,PF
Everlaw,Washington Workers' Comp Insurance - Employer,PF
Everlaw,WA Family and Medical Leave Insurance (Employee),PF
Everlaw,WA Family and Medical Leave Insurance (Employer),PF
WISDOM HUNTERS RESOURCES INC,,
Gaynor Page LLP,,
invisaWear Technologies LLC,,
Ready Responders Inc,,
La Cocina,,
Joany Inc,,
"Hello Beverages, LLC",Wisconsin Withholding Tax,MT
"Hello Beverages, LLC",Wisconsin Unemployment Insurance Tax,MT
"Hello Beverages, LLC",Illinois State Unemployment Tax,PF
"Hello Beverages, LLC",Illinois State Tax,PF
Intrigue Salon LLC,Federal Income Tax,PF
Intrigue Salon LLC,Social Security,PF
Intrigue Salon LLC,Employer Social Security,PF
Intrigue Salon LLC,Medicare,PF
Intrigue Salon LLC,Employer Medicare Tax,PF
Intrigue Salon LLC,Federal Unemployment Tax,PF
Intrigue Salon LLC,Colorado State Unemployment Insurance Tax,MT
Intrigue Salon LLC,Colorado State Withholding Tax,MT
20schemes,Kentucky Unemployment Tax,MT
Carlson Agile Services,Minnesota Unemployment Insurance Tax,MT
Carlson Agile Services,Minnesota State Unemployment Insurance Surcharge,MT
"European Windows and Doors, Inc.",,
Kevin Mackaben,,
Institute for Transformative Technologies Foundation,,
Mazza Media LLC,,
BBRx Pharmacy,Federal Income Tax,PF
BBRx Pharmacy,Social Security,PF
BBRx Pharmacy,Employer Social Security,PF
BBRx Pharmacy,Medicare,PF
BBRx Pharmacy,Employer Medicare Tax,PF
BBRx Pharmacy,Federal Unemployment Tax,PF
BBRx Pharmacy,New York State Unemployment Tax,PF
BBRx Pharmacy,New York Reemployment Fund,PF
BBRx Pharmacy,NY State Disability Insurance (SDI),MT
BBRx Pharmacy,New York State Withholdings Tax,PF
BBRx Pharmacy,New York City Tax,PF
BBRx Pharmacy,Additional Medicare,PF
BBRx Pharmacy,NY Family Leave Insurance,MT
"Shone Automation, Inc.",,
"Gomez Medical Group, Inc",,
InfluxData Inc,WA Family and Medical Leave Insurance (Employee),PF
InfluxData Inc,"Denver OPT, for employees",MT
InfluxData Inc,"Denver OPT, for employers",MT
Digitiqe Denver LLC,,
Empower Solutions LLC,,
Chocolate Moosey LLC,,
Bingley Design,Connecticut State Unemployment Tax,MT
Bingley Design,Connecticut State Tax,MT
Bingley Design,Florida State Unemployment Tax,MT
Organic Start Inc.,Federal Income Tax,PF
Organic Start Inc.,Social Security,PF
Organic Start Inc.,Employer Social Security,PF
Organic Start Inc.,Medicare,PF
Organic Start Inc.,Employer Medicare Tax,PF
Organic Start Inc.,Federal Unemployment Tax,PF
Organic Start Inc.,New York State Unemployment Tax,PF
Organic Start Inc.,New York Reemployment Fund,PF
Organic Start Inc.,NY State Disability Insurance (SDI),MT
Organic Start Inc.,New York State Withholdings Tax,PF
Organic Start Inc.,New York City Tax,PF
Organic Start Inc.,Additional Medicare,PF
Organic Start Inc.,NY Family Leave Insurance,MT
"CoreView USA, Inc.",,
"Northland Special Events, Inc.",,
"World Coppersmith, LLC",,
Bleu Capital LLC,,
Marcoe's Chocolate Factory Inc.,,
Freedom Vans LLC,WA Family and Medical Leave Insurance (Employee),PF
"Scaled Inference, Inc.",,
NAN-MADE LLC,,
the fin exploration company,,
"Moss Pink, LLC",,
Xnor AI Inc,WA Family and Medical Leave Insurance (Employee),PF
Browtastic LLC,WA Family and Medical Leave Insurance (Employee),PF
"AK Logistics, Inc.",,
"BillionToOne, Inc.",,
Bayside Ventures LLC,,
AK Sharma Physical Therapy Inc,,
"McGregor Shott, Inc",,
Defense Energy Center of Excellence,Federal Income Tax,PF
Defense Energy Center of Excellence,Social Security,PF
Defense Energy Center of Excellence,Employer Social Security,PF
Defense Energy Center of Excellence,Medicare,PF
Defense Energy Center of Excellence,Employer Medicare Tax,PF
Defense Energy Center of Excellence,Federal Unemployment Tax,PF
Defense Energy Center of Excellence,Oregon State Withholding Tax,MT
Defense Energy Center of Excellence,OR State Unemployment Insurance Tax,MT
Defense Energy Center of Excellence,Oregon Employee Statewide Transit Tax,MT
Modern Clinics Inc,New York State Unemployment Tax,PF
Modern Clinics Inc,New York Reemployment Fund,PF
Modern Clinics Inc,New York State Withholdings Tax,PF
Modern Clinics Inc,New York City Tax,PF
Modern Clinics Inc,Additional Medicare,PF
Modern Clinics Inc,Florida State Unemployment Tax,MT
"Liberty Communities, LLC",,
Silent Cal Productions LLC,NJ State Unemployment Tax,MT
Silent Cal Productions LLC,NJ Workforce Development/Supplemental Work Force,MT
Silent Cal Productions LLC,New Jersey State Unemployment Insurance,MT
Silent Cal Productions LLC,NJ Family Leave Insurance,MT
Silent Cal Productions LLC,New Jersey State Disability Insurance,MT
Silent Cal Productions LLC,New Jersey Employer SDI,MT
Silent Cal Productions LLC,New Jersey State Tax,MT
Silent Cal Productions LLC,Additional Medicare,PF
Silent Cal Productions LLC,Maryland State Withholding Tax,MT
Silent Cal Productions LLC,Maryland State Unemployment Insurance Tax,MT
"Revivn, Inc.",,
Kidz Dentistry LLC,Nevada State Unemployment Tax,MT
Kidz Dentistry LLC,Nevada Career Enhancement Program,MT
Kidz Dentistry LLC,Additional Medicare,PF
"CNote Group, Inc.",California State Tax,PF
"CNote Group, Inc.",California State Unemployment Tax,PF
"CNote Group, Inc.",California Employment Training Tax,PF
"CNote Group, Inc.",CA state disability insurance,PF
"CNote Group, Inc.",Additional Medicare,PF
"CNote Group, Inc.",Indiana State Withholding Tax,MT
"CNote Group, Inc.",Indiana State Unemployment Insurance Tax,MT
"CNote Group, Inc.",Marion County Tax,MT
MYHEARTLIFE PLLC,,
Penchant Design LLC,WA Family and Medical Leave Insurance (Employee),PF
Graphic Advocacy Project,,
Spare Change Multimedia LLC,WA Family and Medical Leave Insurance (Employer),PF
