company_id,agency_mastertax_id,due_date,period_end,agency_name,agency_state,amendment
1398723250745572,WA0000-010,07/31/19,06/30/19,WA State Employment Security Department,WA,false
1401466898646770,WA0000-010,04/30/19,03/31/19,WA State Employment Security Department,WA,false
1402689898446659,NY0000-001,04/03/19,03/31/19,New York Withholding,NY,false
1406238567792164,CA0000-001,04/30/19,03/31/19,CA-EDD,CA,false
1409079702838842,NY0000-010,04/30/19,03/31/19,New York Unemployment,NY,false
1409079702838842,CA0000-001,04/30/19,03/31/19,CA-EDD,CA,false
1409079749239544,NY0000-010,10/31/19,09/30/19,New York Unemployment,NY,false
7757616923481171,CA0000-001,04/30/19,03/31/19,CA-EDD,CA,false
7757616923481859,IL0000-001,04/30/19,03/31/19,Illinois Withholding,IL,false
1389038010553118,WA0000-150,10/31/19,09/30/19,Department of Labor and Industries,WA,false
1404942953891670,CA0000-001,07/31/19,06/30/19,CA-EDD,CA,false
1404942953891670,TX0000-010,07/31/19,06/30/19,TWC,TX,false
1402689898446659,FE0000-001,10/31/19,09/30/19,Internal Revenue Service,,false
1386533349360219,OR0000-001,04/30/19,03/31/19,Oregon Department of Revenue,OR,false
1387157432099204,CT0000-001,04/30/19,03/31/19,Commissioner of Revenue Services,CT,false
1387157432099204,AZ0000-001,04/30/19,03/31/19,Arizona Withholding,AZ,false
1389832742650195,PA0000-001,04/30/19,03/31/19,Pennsylvania Department of Revenue,PA,false
1405370341815481,NY0000-001,04/30/19,03/31/19,New York Withholding,NY,false
1405698991970554,AZ0000-001,04/30/19,03/31/19,Arizona Withholding,AZ,false
1409079692556069,CA0000-001,04/30/19,03/31/19,CA-EDD,CA,false
7757616923480234,FE0000-001,07/31/19,06/30/19,Internal Revenue Service,,false
7757616923481062,IL0000-010,07/31/19,06/30/19,Illinois Unemployment,IL,false
7757616923482614,CA0000-001,04/30/19,03/31/19,CA-EDD,CA,false
7757616923485438,NY0000-010,07/31/19,06/30/19,New York Unemployment,NY,false
1409079749239544,OR0000-001,04/30/19,03/31/19,Oregon Department of Revenue,OR,false
7757616923479248,IA0000-001,04/30/19,03/31/19,Treasurer State of Iowa,IA,false
7757616923479693,CO0000-010,04/30/19,03/31/19,Colorado State Treasurer,CO,false
7757616923479816,GA0000-001,04/30/19,03/31/19,Georgia Department of Revenue,GA,false
7757616923491595,FE0000-001,10/31/19,09/30/19,Internal Revenue Service,,false
7757616923499132,OH0000-001,04/30/19,03/31/19,Treasurer of State of Ohio,OH,false
7757616923513042,FE0000-001,07/31/19,06/30/19,Internal Revenue Service,,false
7757616923486861,CA0000-001,10/31/19,09/30/19,CA-EDD,CA,false
7757616923494621,IL0000-001,10/31/19,09/30/19,Illinois Withholding,IL,false
7757616923492717,MI0006-001,04/30/19,03/31/19,Grand Rapids,MI,false
7757616923505724,CA0000-001,07/31/19,06/30/19,CA-EDD,CA,false
7757616923510670,TX0000-010,04/30/19,03/31/19,TWC,TX,false
7757616923501064,MA0000-001,04/30/19,03/31/19,Commonwealth of Massachusetts,MA,false
7757616923501395,PA0000-001,04/30/19,03/31/19,Pennsylvania Department of Revenue,PA,false
7757616923505163,MI0000-010,04/25/19,03/31/19,Unemployment Insurance Agency,MI,false
7757616923505163,PA9914-EIT,04/30/19,03/31/19,Keystone Collections Group - EIT,PA,false
7757616923508329,NC0000-010,04/30/19,03/31/19,Division of Employment Security,NC,false
7757616923508329,MD0000-010,04/30/19,03/31/19,Maryland Unemployment Insurance Fund,MD,false
1372110483583000,PA0000-010,04/30/19,03/31/19,Pennsylvania UC Fund,PA,false
1386533349360219,NY0000-001,05/06/19,06/30/19,New York Withholding,NY,false
1364449739318000,WA0000-014,07/31/19,06/30/19,Washington - Family and Medical Leave Insurance,WA,false
1403574545450416,PA0000-001,04/30/19,03/31/19,Pennsylvania Department of Revenue,PA,false
1404942953891670,NY0000-001,07/31/19,06/30/19,New York Withholding,NY,false
1388694892926203,FL0000-010,07/31/19,06/30/19,Florida Department of Revenue,FL,false
1388709772733808,PA0000-010,07/31/19,06/30/19,Pennsylvania UC Fund,PA,false
1396977073024176,IL0000-001,07/31/19,06/30/19,Illinois Withholding,IL,false
1405709642051727,RI0000-010,07/31/19,06/30/19,RIET,RI,false
1409079749239544,NY0000-001,06/05/19,06/30/19,New York Withholding,NY,false
7757616923480234,WA0000-150,10/31/19,09/30/19,Department of Labor and Industries,WA,false
7757616923481062,WI0000-010,07/31/19,06/30/19,Wisconsin Department of Workforce Development,WI,false
1409079702838842,NJ0000-001,07/30/19,06/30/19,Gross Income Tax,NJ,false
7757616923479248,WI0000-010,07/31/19,06/30/19,Wisconsin Department of Workforce Development,WI,false
7757616923481859,KS0000-010,07/31/19,06/30/19,Kansas Employment Security Fund,KS,false
7757616923484559,OR0000-001,07/31/19,06/30/19,Oregon Department of Revenue,OR,false
7757616923484559,NY0000-001,07/31/19,06/30/19,New York Withholding,NY,false
7757616923484197,NJ0000-001,07/30/19,06/30/19,Gross Income Tax,NJ,false
7757616923485438,DC0000-010,07/31/19,06/30/19,DCDOES,DC,false
7757616923482268,PA9920-EIT,07/31/19,06/30/19,York Adams Tax Bureau - EIT,PA,false
1387157432099204,GA0000-001,10/31/19,09/30/19,Georgia Department of Revenue,GA,false
1387157432099204,PA3068-051,10/31/19,09/30/19,York Adams Tax Bureau - LST,PA,false
1386533349360219,OR0000-001,10/31/19,09/30/19,Oregon Department of Revenue,OR,false
1389832742650195,OR0000-001,10/31/19,09/30/19,Oregon Department of Revenue,OR,false
1394133639763206,AZ0000-010,10/31/19,09/30/19,Arizona Unemployment,AZ,false
1405698991970554,MN0000-010,10/31/19,09/30/19,Unemployment Insurance Minnesota,MN,false
1374778888419723,FL0000-010,10/31/19,09/30/19,Florida Department of Revenue,FL,false
1381203291765597,PA9914-EIT,10/31/19,09/30/19,Keystone Collections Group - EIT,PA,false
7757616923480256,OR0000-001,10/31/19,09/30/19,Oregon Department of Revenue,OR,false
7757616923480256,AZ0000-010,10/31/19,09/30/19,Arizona Unemployment,AZ,false
7757616923484559,NY0000-001,10/31/19,09/30/19,New York Withholding,NY,false
7757616923484559,OR0000-001,10/31/19,09/30/19,Oregon Department of Revenue,OR,false
7757616923485620,PA0000-010,10/31/19,09/30/19,Pennsylvania UC Fund,PA,false
7757616923479248,NV0000-010,10/31/19,09/30/19,Nevada Employment Security Division,NV,false
7757616923481171,HI0000-010,10/31/19,09/30/19,Hawaii State Tax Collector,HI,false
7757616923482899,OR0000-001,10/31/19,09/30/19,Oregon Department of Revenue,OR,false
7757616923493077,AZ0000-010,04/30/19,03/31/19,Arizona Unemployment,AZ,false
7757616923496895,WA0000-014,04/30/19,03/31/19,Washington - Family and Medical Leave Insurance,WA,false
7757616923496895,OH0000-010,07/31/19,06/30/19,Ohio Department of Job & Family Service,OH,false
7757616923489502,UT0000-010,07/31/19,06/30/19,Department of Workforce Services,UT,false
7757616923496895,MI0006-001,07/31/19,06/30/19,Grand Rapids,MI,false
7757616923495744,AL0000-001,07/31/19,06/30/19,Alabama Department of Revenue,AL,false
7757616923501657,NY0000-001,07/03/19,06/30/19,New York Withholding,NY,false
7757616923503049,CO0000-010,07/31/19,06/30/19,Colorado State Treasurer,CO,false
7757616923496339,GA0000-001,10/31/19,09/30/19,Georgia Department of Revenue,GA,false
7757616923489421,SC0000-001,10/31/19,09/30/19,S.C. Department of Revenue,SC,false
7757616923495866,OR0000-001,10/31/19,09/30/19,Oregon Department of Revenue,OR,false
7757616923493077,NJ0000-001,10/30/19,09/30/19,Gross Income Tax,NJ,false
1387157432099204,CA0000-001,10/31/19,09/30/19,CA-EDD,CA,false
1389641286278750,TX0000-010,07/31/19,06/30/19,TWC,TX,false
1403574545450416,CA0000-001,07/31/19,06/30/19,CA-EDD,CA,false
1403717925647021,FE0000-001,04/30/19,03/31/19,Internal Revenue Service,,false
1405467800273235,NY0000-010,10/31/19,09/30/19,New York Unemployment,NY,false
7757616923484559,TX0000-010,07/31/19,06/30/19,TWC,TX,false
7757616923484197,CA0000-001,10/31/19,09/30/19,CA-EDD,CA,false
7757616923486328,IL0000-001,10/31/19,09/30/19,Illinois Withholding,IL,false
7757616923487582,WA0000-010,07/31/19,06/30/19,WA State Employment Security Department,WA,false
7757616923503049,WA0000-150,10/31/19,09/30/19,Department of Labor and Industries,WA,false
7757616923526319,WA0000-010,10/31/19,09/30/19,WA State Employment Security Department,WA,false
7757616923526701,IL0000-010,10/31/19,09/30/19,Illinois Unemployment,IL,false
7757616923549263,CA0000-001,10/31/19,09/30/19,CA-EDD,CA,false
7757616923554836,NY0000-001,04/30/19,03/31/19,New York Withholding,NY,false
7757616923550035,NY0000-010,07/31/19,06/30/19,New York Unemployment,NY,false
7757616923553841,FE0000-001,07/31/19,06/30/19,Internal Revenue Service,,false
7757616923574145,FE0000-001,07/31/19,06/30/19,Internal Revenue Service,,false
7757616923571403,FE0000-001,04/30/19,03/31/19,Internal Revenue Service,,false
7757616923576142,FE0000-001,07/31/19,06/30/19,Internal Revenue Service,,false
1364449739318000,IL0000-010,04/30/19,03/31/19,Illinois Unemployment,IL,false
1398723250745572,IL0000-001,07/31/19,06/30/19,Illinois Withholding,IL,false
1398723250745572,CA0000-001,10/31/19,09/30/19,CA-EDD,CA,false
1401466898646770,WA0000-010,07/31/19,06/30/19,WA State Employment Security Department,WA,false
1406238567792164,OH0000-001,04/30/19,03/31/19,Treasurer of State of Ohio,OH,false
1406238567792164,CA0000-001,10/31/19,09/30/19,CA-EDD,CA,false
1409079702838842,NY0000-010,07/31/19,06/30/19,New York Unemployment,NY,false
7757616923481171,WA0000-150,04/30/19,03/31/19,Department of Labor and Industries,WA,false
7757616923481171,NY0000-010,07/31/19,06/30/19,New York Unemployment,NY,false
1388709772733808,NY0000-010,04/30/19,03/31/19,New York Unemployment,NY,false
1401466898646770,FE0000-001,07/31/19,06/30/19,Internal Revenue Service,,false
1402689898446659,IL0000-010,04/30/19,03/31/19,Illinois Unemployment,IL,false
1402689898446659,WA0000-010,10/31/19,09/30/19,WA State Employment Security Department,WA,false
1405709642051727,NY0000-010,07/31/19,06/30/19,New York Unemployment,NY,false
1405709642051727,IL0000-001,04/30/19,03/31/19,Illinois Withholding,IL,false
1403640602045234,FE0000-001,10/31/19,09/30/19,Internal Revenue Service,,false
1369946360961000,OR0000-001,04/30/19,03/31/19,Oregon Department of Revenue,OR,false
1369946360961000,GA0000-010,04/30/19,03/31/19,Georgia Department of Labor,GA,false
1388709772733808,MO0002-001,04/30/19,03/31/19,City of St. Louis,MO,false
1386533349360219,OR0000-001,04/30/19,03/31/19,Oregon Department of Revenue,OR,false
1389832742650195,CO0000-010,04/30/19,03/31/19,Colorado State Treasurer,CO,false
1389832742650195,VA0000-010,04/30/19,03/31/19,Virginia Employment Commission,VA,false
1403640602045234,NJ0000-001,04/30/19,03/31/19,Gross Income Tax,NJ,false
1404942953891670,NY0000-001,04/30/19,03/31/19,New York Withholding,NY,false
1404942953891670,PA9914-EIT,04/30/19,03/31/19,Keystone Collections Group - EIT,PA,false
1409079755797035,CA0000-001,04/30/19,03/31/19,CA-EDD,CA,false
1409079755797035,FE0000-001,04/30/19,03/31/19,Internal Revenue Service,,false
1409079692556069,CA0000-001,07/31/19,06/30/19,CA-EDD,CA,false
7757616923480234,CA0000-001,10/31/19,09/30/19,CA-EDD,CA,false
7757616923479844,MI0000-010,04/25/19,03/31/19,Unemployment Insurance Agency,MI,false
7757616923480256,OR0000-001,04/30/19,03/31/19,Oregon Department of Revenue,OR,false
7757616923483583,NJ0000-001,04/30/19,03/31/19,Gross Income Tax,NJ,false
7757616923485801,PA9915-EIT,04/30/19,03/31/19,Lancaster Co. Tax Collection Bureau-EIT,PA,false
7757616923489502,NY0000-010,07/31/19,06/30/19,New York Unemployment,NY,false
7757616923486654,NY0000-010,07/31/19,06/30/19,New York Unemployment,NY,false
7757616923496895,WA0000-150,07/31/19,06/30/19,Department of Labor and Industries,WA,false
7757616923493122,NY0000-001,04/30/19,03/31/19,New York Withholding,NY,false
7757616923508496,CT0000-010,04/30/19,03/31/19,"Administrator, Unemployment Compensation",CT,false
7757616923506329,NV0000-010,04/30/19,03/31/19,Nevada Employment Security Division,NV,false
1381203291765597,KY0000-010,04/30/19,03/31/19,Division of Unemployment Insurance,KY,false
1374778888419723,NY0000-010,10/31/19,09/30/19,New York Unemployment,NY,false
1369946360961000,KY0000-010,07/31/19,06/30/19,Division of Unemployment Insurance,KY,false
1377147950095580,NJ0000-001,07/30/19,06/30/19,Gross Income Tax,NJ,false
1386533349360219,NY0000-001,07/05/19,09/30/19,New York Withholding,NY,false
1387157432099204,OR0000-001,07/31/19,06/30/19,Oregon Department of Revenue,OR,false
1389641286278750,NJ0000-001,07/30/19,06/30/19,Gross Income Tax,NJ,false
1389832742650195,NJ0000-001,07/30/19,06/30/19,Gross Income Tax,NJ,false
1400196143951434,NM0000-001,07/31/19,06/30/19,New Mexico Taxation and Revenue Dept,NM,false
1403574545450416,VA0000-010,07/31/19,06/30/19,Virginia Employment Commission,VA,false
1403574545450416,UT0000-001,07/31/19,06/30/19,State Tax Commission,UT,false
1404942953891670,PA0000-001,07/31/19,06/30/19,Pennsylvania Department of Revenue,PA,false
1402689898446659,PA0000-001,07/31/19,06/30/19,Pennsylvania Department of Revenue,PA,false
1402689898446659,NJ0000-001,07/30/19,06/30/19,Gross Income Tax,NJ,false
7757616923479248,WA0000-014,07/31/19,06/30/19,Washington - Family and Medical Leave Insurance,WA,false
7757616923480234,WA0000-014,04/30/19,03/31/19,Washington - Family and Medical Leave Insurance,WA,false
7757616923482614,WA0000-014,04/30/19,03/31/19,Washington - Family and Medical Leave Insurance,WA,false
1411647598217746,VA0000-001,07/31/19,06/30/19,Virginia Department of Taxation,VA,false
1411061497941073,PA2079-143,07/31/19,06/30/19,City of Pittsburgh-Expense,PA,false
7757616923479693,CO0000-010,07/31/19,06/30/19,Colorado State Treasurer,CO,false
7757616923481062,OR0000-001,07/31/19,06/30/19,Oregon Department of Revenue,OR,false
7757616923480234,MN0000-001,07/31/19,06/30/19,Minnesota Dept. of Revenue,MN,false
7757616923483332,MO0001-001,07/31/19,06/30/19,"City of Kansas City, Finance Department",MO,false
7757616923484559,CO0000-010,07/31/19,06/30/19,Colorado State Treasurer,CO,false
1377147950095580,MN0000-010,10/31/19,09/30/19,Unemployment Insurance Minnesota,MN,false
1387157432099204,PA9920-EIT,10/31/19,09/30/19,York Adams Tax Bureau - EIT,PA,false
1389832742650195,FL0000-010,10/31/19,09/30/19,Florida Department of Revenue,FL,false
1381203291765597,PA2013-001,10/31/19,09/30/19,HAB-EIT,PA,false
1409079755797035,OK0000-001,10/21/19,09/30/19,Oklahoma Tax Commission,OK,false
1409944625125173,MO0001-001,10/31/19,09/30/19,"City of Kansas City, Finance Department",MO,false
7757616923484559,FL0000-010,10/31/19,09/30/19,Florida Department of Revenue,FL,false
1409079702838842,NJ0000-001,10/30/19,09/30/19,Gross Income Tax,NJ,false
1409079702838842,NJ0000-001,10/30/19,09/30/19,Gross Income Tax,NJ,false
7757616923494621,NY0000-001,05/23/19,06/30/19,New York Withholding,NY,false
7757616923486861,IA0000-001,07/31/19,06/30/19,Treasurer State of Iowa,IA,false
7757616923487944,AZ0000-010,07/31/19,06/30/19,Arizona Unemployment,AZ,false
7757616923495744,MI0000-010,07/25/19,06/30/19,Unemployment Insurance Agency,MI,false
7757616923493122,NH0000-010,07/31/19,06/30/19,State of NH - UC,NH,false
7757616923493077,NJ0000-001,07/30/19,06/30/19,Gross Income Tax,NJ,false
7757616923498737,FL0000-010,07/31/19,06/30/19,Florida Department of Revenue,FL,false
7757616923505163,OR0000-001,07/31/19,06/30/19,Oregon Department of Revenue,OR,false
7757616923501064,OR0000-001,07/31/19,06/30/19,Oregon Department of Revenue,OR,false
7757616923501657,NJ0000-001,07/30/19,06/30/19,Gross Income Tax,NJ,false
7757616923501859,GA0000-001,07/31/19,06/30/19,Georgia Department of Revenue,GA,false
7757616923501859,OR0000-001,07/31/19,06/30/19,Oregon Department of Revenue,OR,false
7757616923501859,MI0006-001,07/31/19,06/30/19,Grand Rapids,MI,false
7757616923508496,NJ0000-001,07/30/19,06/30/19,Gross Income Tax,NJ,false
7757616923489738,MD0000-010,10/31/19,09/30/19,Maryland Unemployment Insurance Fund,MD,false
7757616923491595,NC0000-010,10/31/19,09/30/19,Division of Employment Security,NC,false
7757616923630941,FL0000-010,10/31/19,09/30/19,Florida Department of Revenue,FL,false
7757616923631604,NC0000-010,10/31/19,09/30/19,Division of Employment Security,NC,false
7757616923630388,DC0000-010,10/31/19,09/30/19,DCDOES,DC,false
7757616923640023,MA0000-010,10/31/19,09/30/19,MA Division of Unemployment Assistance,MA,false
7757616923662582,FE0000-001,04/30/19,03/31/19,Internal Revenue Service,,false
7757616923694265,CA0000-001,04/30/19,03/31/19,CA-EDD,CA,false
7757616923680171,NY0000-010,04/30/19,03/31/19,New York Unemployment,NY,false
7757616923660588,FE0000-001,10/31/19,09/30/19,Internal Revenue Service,,false
7757616923646743,FL0000-010,04/30/19,03/31/19,Florida Department of Revenue,FL,false
7757616923647253,PA9911-EIT,04/30/19,03/31/19,Allegheny Central Tax Collection,PA,false
7757616923651055,OR0000-001,04/30/19,03/31/19,Oregon Department of Revenue,OR,false
7757616923652183,OR0000-001,04/30/19,03/31/19,Oregon Department of Revenue,OR,false
7757616923652183,OR0000-001,04/30/19,03/31/19,Oregon Department of Revenue,OR,false
7757616923652183,OR0000-001,04/30/19,03/31/19,Oregon Department of Revenue,OR,false
7757616923662395,TX0000-010,07/31/19,06/30/19,TWC,TX,false
7757616923654785,CO0000-010,04/30/19,03/31/19,Colorado State Treasurer,CO,false
7757616923667174,,04/30/19,03/31/19,,,false
7757616923667174,NY0000-001,04/30/19,03/31/19,New York Withholding,NY,false
7757616923700286,FE0000-001,07/31/19,06/30/19,Internal Revenue Service,,false
7757616923668834,NY0000-010,04/30/19,03/31/19,New York Unemployment,NY,false
7757616923668834,CA0000-001,07/31/19,06/30/19,CA-EDD,CA,false
7757616923669616,VA0000-010,04/30/19,03/31/19,Virginia Employment Commission,VA,false
7757616923668892,CO0000-010,04/30/19,03/31/19,Colorado State Treasurer,CO,false
7757616923682164,OR0000-001,04/30/19,03/31/19,Oregon Department of Revenue,OR,false
7757616923696735,NY0000-010,07/31/19,06/30/19,New York Unemployment,NY,false
7757616923696735,IL0000-001,04/30/19,03/31/19,Illinois Withholding,IL,false
7757616923698829,WA0000-014,10/31/19,09/30/19,Washington - Family and Medical Leave Insurance,WA,false
7757616923686318,OR0000-001,04/30/19,03/31/19,Oregon Department of Revenue,OR,false
7757616923717906,FE0000-001,07/31/19,06/30/19,Internal Revenue Service,,false
7757616923717906,CA0000-001,10/31/19,09/30/19,CA-EDD,CA,false
7757616923728220,FE0000-001,04/30/19,03/31/19,Internal Revenue Service,,false
7757616923723516,NY0000-001,02/05/19,03/31/19,New York Withholding,NY,false
7757616923734179,FE0000-001,07/31/19,06/30/19,Internal Revenue Service,,false
7757616923713892,FE0000-001,07/31/19,06/30/19,Internal Revenue Service,,false
7757616923717428,CA0000-001,04/30/19,03/31/19,CA-EDD,CA,false
7757616923714117,NY0000-001,03/05/19,03/31/19,New York Withholding,NY,false
7757616923718332,FE0000-001,07/31/19,06/30/19,Internal Revenue Service,,false
7757616923712581,FE0000-001,10/31/19,09/30/19,Internal Revenue Service,,false
7757616923726428,OH0000-001,05/15/19,04/30/19,Treasurer of State of Ohio,OH,false
7757616923734424,FE0000-001,10/31/19,09/30/19,Internal Revenue Service,,false
7757616923723516,CA0000-001,07/31/19,06/30/19,CA-EDD,CA,false
7757616923725542,NY0000-001,04/30/19,03/31/19,New York Withholding,NY,false
7757616923748367,CA0000-001,07/31/19,06/30/19,CA-EDD,CA,false
7757616923747791,FE0000-001,04/30/19,03/31/19,Internal Revenue Service,,false
7757616923750439,FE0000-001,10/31/19,09/30/19,Internal Revenue Service,,false
7757616923742553,FE0000-001,04/30/19,03/31/19,Internal Revenue Service,,false
7757616923756646,FE0000-001,10/31/19,09/30/19,Internal Revenue Service,,false
7757616923713410,FE0000-001,10/31/19,09/30/19,Internal Revenue Service,,false
7757616923721533,IL0000-010,10/31/19,09/30/19,Illinois Unemployment,IL,false
7757616923728251,FE0000-001,07/31/19,06/30/19,Internal Revenue Service,,false
7757616923728123,FE0000-001,07/31/19,06/30/19,Internal Revenue Service,,false
7757616923738606,FE0000-001,10/31/19,09/30/19,Internal Revenue Service,,false
7757616923738606,FE0000-001,07/31/19,06/30/19,Internal Revenue Service,,false
7757616923709537,MA0000-010,04/30/19,03/31/19,MA Division of Unemployment Assistance,MA,false
7757616923752398,FE0000-001,10/31/19,09/30/19,Internal Revenue Service,,false
7757616923759444,FE0000-001,10/31/19,09/30/19,Internal Revenue Service,,false
7757616923763320,FE0000-001,07/31/19,06/30/19,Internal Revenue Service,,false
7757616923765389,CA0000-001,07/31/19,06/30/19,CA-EDD,CA,false
7757616923766537,FE0000-001,10/31/19,09/30/19,Internal Revenue Service,,false
7757616923652047,UT0000-010,04/30/19,03/31/19,Department of Workforce Services,UT,false
7757616923659584,PA2983-001,04/30/19,03/31/19,HAB-EIT,PA,false
7757616923667174,WA0000-150,04/30/19,03/31/19,Department of Labor and Industries,WA,false
7757616923667174,NY0000-001,05/03/19,06/30/19,New York Withholding,NY,false
7757616923667174,WA0000-150,10/31/19,09/30/19,Department of Labor and Industries,WA,false
7757616923655729,CA0000-001,07/31/19,06/30/19,CA-EDD,CA,false
7757616923646743,FL0000-010,07/31/19,06/30/19,Florida Department of Revenue,FL,false
7757616923648536,MI0000-010,07/25/19,06/30/19,Unemployment Insurance Agency,MI,false
7757616923652449,TN0000-010,07/31/19,06/30/19,TN Dept of Labor & Workforce Development,TN,false
7757616923663743,PA1115-051,07/30/19,06/30/19,Haverford Township,PA,false
7757616923667428,NC0000-010,07/31/19,06/30/19,Division of Employment Security,NC,false
7757616923668834,NJ0000-001,04/30/19,03/31/19,Gross Income Tax,NJ,false
7757616923672223,CA0000-001,10/31/19,09/30/19,CA-EDD,CA,false
7757616923672223,CA0000-001,04/30/19,03/31/19,CA-EDD,CA,false
7757616923669616,KY0000-001,07/31/19,06/30/19,Kentucky Department of Revenue,KY,false
7757616923680894,MI0000-010,07/25/19,06/30/19,Unemployment Insurance Agency,MI,false
7757616923686680,DC0000-001,07/31/19,06/30/19,D.C. Treasurer,DC,false
7757616923696735,NY0000-001,07/18/19,09/30/19,New York Withholding,NY,false
7757616923696735,AZ0000-001,07/31/19,06/30/19,Arizona Withholding,AZ,false
7757616923686549,MN0000-001,07/31/19,06/30/19,Minnesota Dept. of Revenue,MN,false
7757616923688875,OR0000-001,07/31/19,06/30/19,Oregon Department of Revenue,OR,false
7757616923662582,WA0000-014,04/30/19,03/31/19,Washington - Family and Medical Leave Insurance,WA,false
7757616923646918,PA0000-001,10/31/19,09/30/19,Pennsylvania Department of Revenue,PA,false
7757616923648419,NJ0000-001,10/30/19,09/30/19,Gross Income Tax,NJ,false
7757616923657052,PA9912-EIT,10/31/19,09/30/19,Allegheny Southwest Tax Collection,PA,false
7757616923655729,UT0000-001,10/31/19,09/30/19,State Tax Commission,UT,false
7757616923662260,NC0000-010,10/31/19,09/30/19,Division of Employment Security,NC,false
7757616923671549,HI0000-001,10/15/19,09/30/19,Hawaii State Tax Collector,HI,false
7757616923696735,AZ0000-010,10/31/19,09/30/19,Arizona Unemployment,AZ,false
7757616923668892,AZ0000-001,10/31/19,09/30/19,Arizona Withholding,AZ,false
7757616923685970,CO0000-010,10/31/19,09/30/19,Colorado State Treasurer,CO,false
7757616923692530,PA9901-EIT,10/31/19,09/30/19,HAB-EIT,PA,false
7757616923693782,CO0000-010,10/31/19,09/30/19,Colorado State Treasurer,CO,false
7757616923704933,FL0000-010,04/30/19,03/31/19,Florida Department of Revenue,FL,false
7757616923714717,GA0000-010,04/30/19,03/31/19,Georgia Department of Labor,GA,false
7757616923717112,FL0000-010,04/30/19,03/31/19,Florida Department of Revenue,FL,false
7757616923712096,PA2743-051,04/30/19,03/31/19,Upper Merion Township,PA,false
7757616923718332,TN0000-010,04/30/19,03/31/19,TN Dept of Labor & Workforce Development,TN,false
7757616923720317,AK0000-010,04/30/19,03/31/19,Alaska Department of Labor & Workforce D,AK,false
7757616923724278,PA9901-EIT,04/30/19,03/31/19,HAB-EIT,PA,false
7757616923730959,MN0000-001,04/30/19,03/31/19,Minnesota Dept. of Revenue,MN,false
7757616923739972,MO0001-001,04/30/19,03/31/19,"City of Kansas City, Finance Department",MO,false
7757616923732674,WA0000-010,10/31/19,09/30/19,WA State Employment Security Department,WA,false
7757616923732674,WA0000-150,10/31/19,09/30/19,Department of Labor and Industries,WA,false
7757616923728220,NY0000-001,06/24/19,06/30/19,New York Withholding,NY,false
7757616923727839,WA0000-014,04/30/19,03/31/19,Washington - Family and Medical Leave Insurance,WA,false
7757616923708371,CO0000-010,07/31/19,06/30/19,Colorado State Treasurer,CO,false
7757616923704706,FL0000-010,07/31/19,06/30/19,Florida Department of Revenue,FL,false
7757616923708502,CO0080-051,07/31/19,06/30/19,City and County of Denver,CO,false
1389832742650195,WA0000-150,07/31/19,06/30/19,Department of Labor and Industries,WA,false
1387157432099204,WA0000-150,04/30/19,03/31/19,Department of Labor and Industries,WA,false
1389641286278750,CA0000-001,07/31/19,06/30/19,CA-EDD,CA,false
1403640602045234,NY0000-001,01/18/19,03/31/19,New York Withholding,NY,false
7757616923485620,FE0000-001,07/31/19,06/30/19,Internal Revenue Service,,false
7757616923487582,CA0000-001,04/30/19,03/31/19,CA-EDD,CA,false
7757616923493077,WA0000-150,10/31/19,09/30/19,Department of Labor and Industries,WA,false
7757616923495744,IL0000-001,07/31/19,06/30/19,Illinois Withholding,IL,false
7757616923527697,WA0000-010,10/31/19,09/30/19,WA State Employment Security Department,WA,false
7757616923536909,IL0000-001,07/31/19,06/30/19,Illinois Withholding,IL,false
7757616923551377,CA0000-001,07/31/19,06/30/19,CA-EDD,CA,false
7757616923574693,CA0000-001,07/31/19,06/30/19,CA-EDD,CA,false
7757616923576207,TX0000-010,10/31/19,09/30/19,TWC,TX,false
1364449739318000,FE0000-001,04/30/19,03/31/19,Internal Revenue Service,,false
1402689898446659,NY0000-001,03/05/19,03/31/19,New York Withholding,NY,false
1409079749239544,FE0000-001,07/31/19,06/30/19,Internal Revenue Service,,false
1372110483583000,CA0000-001,04/30/19,03/31/19,CA-EDD,CA,false
1369946360961000,TX0000-010,04/30/19,03/31/19,TWC,TX,false
1369946360961000,WA0000-150,10/31/19,09/30/19,Department of Labor and Industries,WA,false
1375916692881069,IL0000-010,04/30/19,03/31/19,Illinois Unemployment,IL,false
1405698991970554,CA0000-001,04/30/19,03/31/19,CA-EDD,CA,false
1405709642051727,IL0000-010,07/31/19,06/30/19,Illinois Unemployment,IL,false
1389641286278750,OR0000-001,04/30/19,03/31/19,Oregon Department of Revenue,OR,false
1389832742650195,KY0000-001,04/30/19,03/31/19,Kentucky Department of Revenue,KY,false
1396977073024176,CO0000-010,04/30/19,03/31/19,Colorado State Treasurer,CO,false
1398723250745572,WA0000-014,07/31/19,03/31/19,Washington - Family and Medical Leave Insurance,WA,false
1409079692556069,WA0000-010,10/31/19,09/30/19,WA State Employment Security Department,WA,false
1409872652666460,CA0000-001,07/31/19,06/30/19,CA-EDD,CA,false
7757616923479816,WA0000-010,07/31/19,06/30/19,WA State Employment Security Department,WA,false
7757616923481062,WA0000-150,07/31/19,06/30/19,Department of Labor and Industries,WA,false
7757616923482268,FE0000-001,07/31/19,06/30/19,Internal Revenue Service,,false
1411061497941073,NY0000-001,04/30/19,03/31/19,New York Withholding,NY,false
