company_id,agent_id,agency_mastertax_id,due_date,period_end,agency_name,agency_state,amendment
1387157432099204,1410502713898157,WA0000-150,07/31/19,06/30/19,Department of Labor and Industries,WA,false
1403717925647021,1410502713874369,FE0000-001,10/31/19,09/30/19,Internal Revenue Service,,false
7757616923484197,1410502713879054,CA0000-001,07/31/19,06/30/19,CA-EDD,CA,false
7757616923486328,1410502713944477,IL0000-010,10/31/19,09/30/19,Illinois Unemployment,IL,false
7757616923486328,1410502713874369,FE0000-001,04/30/19,03/31/19,Internal Revenue Service,,false
7757616923528628,1410502713874369,FE0000-001,07/31/19,06/30/19,Internal Revenue Service,,false
7757616923540533,1410502713879054,CA0000-001,04/30/19,03/31/19,CA-EDD,CA,false
7757616923551377,1410502713874369,FE0000-001,04/30/19,03/31/19,Internal Revenue Service,,false
7757616923551377,1410502713944477,IL0000-010,07/31/19,06/30/19,Illinois Unemployment,IL,false
7757616923562278,1410502713874369,FE0000-001,04/30/19,03/31/19,Internal Revenue Service,,false
7757616923566708,1410502713874369,FE0000-001,10/31/19,09/30/19,Internal Revenue Service,,false
7757616923574494,1410502713874369,FE0000-001,10/31/19,09/30/19,Internal Revenue Service,,false
1364449739318000,7746259318771340,OH0000-010,07/31/19,06/30/19,Ohio Department of Job & Family Service,OH,false
1406238567792164,1410502713874369,FE0000-001,10/31/19,09/30/19,Internal Revenue Service,,false
1409079702838842,1410502713950907,IL0000-001,10/31/19,09/30/19,Illinois Withholding,IL,false
7757616923479693,1410502713944477,IL0000-010,04/30/19,03/31/19,Illinois Unemployment,IL,false
1372110483583000,1410502713874369,FE0000-001,10/31/19,09/30/19,Internal Revenue Service,,false
1375916692881069,1410502713879054,CA0000-001,10/31/19,09/30/19,CA-EDD,CA,false
1389038010553118,1410502713950907,IL0000-001,04/30/19,03/31/19,Illinois Withholding,IL,false
1402689898446659,1410502713887943,TX0000-010,10/31/19,09/30/19,TWC,TX,false
1402689898446659,7746259318775679,WA0000-014,07/31/19,06/30/19,Washington - Family and Medical Leave Insurance,WA,false
1402689898446659,1410502713944477,IL0000-010,10/31/19,09/30/19,Illinois Unemployment,IL,false
1364449739318000,1410502715148354,NJ0000-001,04/30/19,03/31/19,Gross Income Tax,NJ,false
1364449739318000,7746259318771786,PA9911-EIT,04/30/19,03/31/19,Allegheny Central Tax Collection,PA,false
1369946360961000,1410502715188057,OR0000-001,04/30/19,03/31/19,Oregon Department of Revenue,OR,false
1387157432099204,7746259318771704,PA9920-EIT,04/30/19,03/31/19,York Adams Tax Bureau - EIT,PA,false
1387157432099204,1410502715148354,NJ0000-001,04/30/19,03/31/19,Gross Income Tax,NJ,false
1389832742650195,7746259318771743,PA9901-EIT,04/30/19,03/31/19,HAB-EIT,PA,false
1393188436277665,1410502713915699,NY0000-001,04/30/19,03/31/19,New York Withholding,NY,false
1401541940267367,1410502713874369,FE0000-001,07/31/19,06/30/19,Internal Revenue Service,,false
1394133639763206,1410502714018289,AZ0000-010,04/30/19,03/31/19,Arizona Unemployment,AZ,false
1400196143951434,7746259318773125,HI0000-010,04/30/19,03/31/19,Hawaii State Tax Collector,HI,false
1400196143951434,1410502715298921,UT0000-001,04/30/19,03/31/19,State Tax Commission,UT,false
1405467800273235,7746259318771738,PA9914-EIT,04/30/19,03/31/19,Keystone Collections Group - EIT,PA,false
1405467800273235,1410502715377911,MD0000-010,04/30/19,03/31/19,Maryland Unemployment Insurance Fund,MD,false
1409872652666460,1410502713874369,FE0000-001,04/30/19,03/31/19,Internal Revenue Service,,false
7757616923482268,1410502713874369,FE0000-001,10/31/19,09/30/19,Internal Revenue Service,,false
1409079749239544,1410502715188057,OR0000-001,04/30/19,03/31/19,Oregon Department of Revenue,OR,false
7757616923481171,1410502714036859,GA0000-010,04/30/19,03/31/19,Georgia Department of Labor,GA,false
7757616923482268,,,04/30/19,03/31/19,,,false
7757616923484559,7746259318775679,WA0000-014,07/31/19,03/31/19,Washington - Family and Medical Leave Insurance,WA,false
7757616923498346,1410502713874369,FE0000-001,10/31/19,09/30/19,Internal Revenue Service,,false
7757616923501064,1410502713903139,WA0000-010,07/31/19,06/30/19,WA State Employment Security Department,WA,false
7757616923501859,1410502713903139,WA0000-010,07/31/19,06/30/19,WA State Employment Security Department,WA,false
7757616923501859,1410502713950907,IL0000-001,04/30/19,03/31/19,Illinois Withholding,IL,false
7757616923505163,7746259318771371,OH0000-001,05/15/19,04/30/19,Treasurer of State of Ohio,OH,false
7757616923486654,1410502713874369,FE0000-001,10/31/19,09/30/19,Internal Revenue Service,,false
7757616923492717,1410502713874369,FE0000-001,10/31/19,09/30/19,Internal Revenue Service,,false
7757616923493122,1410502713874369,FE0000-001,10/31/19,09/30/19,Internal Revenue Service,,false
7757616923493262,1410502713879054,CA0000-001,04/30/19,03/31/19,CA-EDD,CA,false
7757616923493456,1410502713944477,IL0000-010,07/31/19,06/30/19,Illinois Unemployment,IL,false
7757616923493456,1410502713944477,IL0000-010,10/31/19,09/30/19,Illinois Unemployment,IL,false
7757616923493262,1410502715323239,VA0000-001,04/30/19,03/31/19,Virginia Department of Taxation,VA,false
7757616923510670,1410502713874369,FE0000-001,10/31/19,09/30/19,Internal Revenue Service,,false
7757616923498737,1410502715408420,LA0000-001,04/15/19,03/31/19,Department of Revenue and Taxation,LA,false
7757616923499132,1410502715328600,VA0000-010,04/30/19,03/31/19,Virginia Employment Commission,VA,false
1364449739318000,1410502714022745,AZ0000-001,07/31/19,06/30/19,Arizona Withholding,AZ,false
1400196143951434,7746259318773100,ID0000-010,07/31/19,06/30/19,Idaho DOL,ID,false
1403574545450416,1410502713892638,FL0000-010,07/31/19,06/30/19,Florida Department of Revenue,FL,false
1403574545450416,7746259318773113,WV0000-010,07/31/19,06/30/19,Unemployment Compensation Division,WV,false
1405467800273235,1410502715328600,VA0000-010,07/31/19,06/30/19,Virginia Employment Commission,VA,false
1405698991970554,1410502714018289,AZ0000-010,07/31/19,06/30/19,Arizona Unemployment,AZ,false
1406238567792164,7746259318771700,PA0000-010,07/31/19,06/30/19,Pennsylvania UC Fund,PA,false
1406238567792164,7746259318771743,PA9901-EIT,07/31/19,06/30/19,HAB-EIT,PA,false
1409079702838842,1410502715148354,NJ0000-001,04/30/19,03/31/19,Gross Income Tax,NJ,false
1409079749239544,1410502713915699,NY0000-001,05/03/19,06/30/19,New York Withholding,NY,false
1409872652666460,7746259318771309,MO0001-001,07/31/19,06/30/19,"City of Kansas City, Finance Department",MO,false
1409772688731197,1410502715188057,OR0000-001,07/31/19,06/30/19,Oregon Department of Revenue,OR,false
1409079702838842,1410502715148354,NJ0000-001,07/30/19,06/30/19,Gross Income Tax,NJ,false
7757616923479816,7746259318771701,PA0000-001,07/31/19,06/30/19,Pennsylvania Department of Revenue,PA,false
7757616923482268,7746259318771704,PA9920-EIT,07/31/19,06/30/19,York Adams Tax Bureau - EIT,PA,false
1388709772733808,1410502713915699,NY0000-001,07/03/19,06/30/19,New York Withholding,NY,false
1389038010553118,1410502715328600,VA0000-010,10/31/19,09/30/19,Virginia Employment Commission,VA,false
1389832742650195,1410502714008508,NV0000-010,10/31/19,09/30/19,Nevada Employment Security Division,NV,false
1393006760872110,7746259318771313,OK0000-001,10/21/19,09/30/19,Oklahoma Tax Commission,OK,false
1402689898446659,1410502713915699,NY0000-001,08/01/19,09/30/19,New York Withholding,NY,false
1402689898446659,1410502713915699,NY0000-001,09/18/19,09/30/19,New York Withholding,NY,false
1396977073024176,1410502714041399,GA0000-001,10/31/19,09/30/19,Georgia Department of Revenue,GA,false
1405467800273235,1410502713887943,TX0000-010,10/31/19,09/30/19,TWC,TX,false
1381203291765597,7746259318771738,PA9914-EIT,10/31/19,09/30/19,Keystone Collections Group - EIT,PA,false
1381203291765597,7746259318771742,PA9901-LST,10/31/19,09/30/19,HAB-LST,PA,false
1403565676375085,1410502713892638,FL0000-010,10/31/19,09/30/19,Florida Department of Revenue,FL,false
1402689898446659,7746259318772589,PA1477-051,10/31/19,09/30/19,Lower Merion Township,PA,false
1409079755797035,1410502714045863,NC0000-010,10/31/19,09/30/19,Division of Employment Security,NC,false
1409872652666460,1410502713998933,MA0000-001,10/31/19,09/30/19,Commonwealth of Massachusetts,MA,false
1409944625125173,1410502713915699,NY0000-001,10/31/19,09/30/19,New York Withholding,NY,false
7757616923486328,1410502713915699,NY0000-001,08/20/19,09/30/19,New York Withholding,NY,false
7757616923484559,1410502713994187,MA0000-010,10/31/19,09/30/19,MA Division of Unemployment Assistance,MA,false
7757616923486328,1410502715188057,OR0000-001,10/31/19,09/30/19,Oregon Department of Revenue,OR,false
7757616923482899,1410502715308748,UT0000-010,10/31/19,09/30/19,Department of Workforce Services,UT,false
7757616923483583,1410502715148354,NJ0000-001,10/30/19,09/30/19,Gross Income Tax,NJ,false
7757616923487582,7746259318775679,WA0000-014,04/30/19,03/31/19,Washington - Family and Medical Leave Insurance,WA,false
7757616923496339,1410502714041399,GA0000-001,07/31/19,06/30/19,Georgia Department of Revenue,GA,false
7757616923493122,7746259318772877,AR0000-010,07/31/19,06/30/19,Arkansas Department of Workforce Service,AR,false
7757616923493077,1410502714018289,AZ0000-010,07/31/19,06/30/19,Arizona Unemployment,AZ,false
7757616923493077,7746259318773111,MT0000-010,07/31/19,06/30/19,Unemployment Insurance Division,MT,false
7757616923493077,,,07/31/19,06/30/19,,,false
7757616923501064,7746259318771371,OH0000-001,06/17/19,05/31/19,Treasurer of State of Ohio,OH,false
7757616923495744,1410502715351502,WI0000-010,10/31/19,09/30/19,Wisconsin Department of Workforce Development,WI,false
7757616923499132,7746259318771738,PA9914-EIT,10/31/19,09/30/19,Keystone Collections Group - EIT,PA,false
7757616923501064,7746259318771318,IA0000-001,10/31/19,09/30/19,Treasurer State of Iowa,IA,false
7757616923501064,1410502714018289,AZ0000-010,10/31/19,09/30/19,Arizona Unemployment,AZ,false
7757616923532688,1410502713879054,CA0000-001,04/30/19,03/31/19,CA-EDD,CA,false
7757616923540207,1410502713874369,FE0000-001,10/31/19,09/30/19,Internal Revenue Service,,false
7757616923540207,1410502713944477,IL0000-010,07/31/19,06/30/19,Illinois Unemployment,IL,false
7757616923531212,1410502713903139,WA0000-010,04/30/19,03/31/19,WA State Employment Security Department,WA,false
7757616923520321,7746259318771371,OH0000-001,05/15/19,04/30/19,Treasurer of State of Ohio,OH,false
7757616923515197,1410502715148354,NJ0000-001,04/30/19,03/31/19,Gross Income Tax,NJ,false
7757616923516939,1410502715188057,OR0000-001,04/30/19,03/31/19,Oregon Department of Revenue,OR,false
7757616923518989,1410502715188057,OR0000-001,04/30/19,03/31/19,Oregon Department of Revenue,OR,false
7757616923515961,7746259318771701,PA0000-001,04/30/19,03/31/19,Pennsylvania Department of Revenue,PA,false
7757616923520968,1410502715148354,NJ0000-001,04/30/19,03/31/19,Gross Income Tax,NJ,false
7757616923526319,7720508394487540,MN0000-010,04/30/19,03/31/19,Unemployment Insurance Minnesota,MN,false
7757616923526701,7746259318771315,DC0000-010,04/30/19,03/31/19,DCDOES,DC,false
7757616923527697,1410502714045863,NC0000-010,04/30/19,03/31/19,Division of Employment Security,NC,false
7757616923527697,7720508393918749,MN0000-001,04/30/19,03/31/19,Minnesota Dept. of Revenue,MN,false
7757616923533069,1410502714057017,TN0000-010,04/30/19,03/31/19,TN Dept of Labor & Workforce Development,TN,false
7757616923533069,1410502715148354,NJ0000-001,04/30/19,03/31/19,Gross Income Tax,NJ,false
7757616923534840,1410502713874369,FE0000-001,04/30/19,03/31/19,Internal Revenue Service,,false
7757616923534840,1410502713874369,FE0000-001,07/31/19,06/30/19,Internal Revenue Service,,false
7757616923541308,1410502713874369,FE0000-001,07/31/19,06/30/19,Internal Revenue Service,,false
7757616923536371,1410502715298921,UT0000-001,04/30/19,03/31/19,State Tax Commission,UT,false
7757616923542817,1410502715308748,UT0000-010,04/30/19,03/31/19,Department of Workforce Services,UT,false
7757616923544750,7746259318771701,PA0000-001,04/30/19,03/31/19,Pennsylvania Department of Revenue,PA,false
7757616923556055,1410502713879054,CA0000-001,04/30/19,03/31/19,CA-EDD,CA,false
7757616923563186,1410502713874369,FE0000-001,04/30/19,03/31/19,Internal Revenue Service,,false
7757616923555879,1410502713879054,CA0000-001,04/30/19,03/31/19,CA-EDD,CA,false
7757616923549263,1410502715389318,SC0000-001,04/30/19,03/31/19,S.C. Department of Revenue,SC,false
7757616923555715,7746259318773111,MT0000-010,04/30/19,03/31/19,Unemployment Insurance Division,MT,false
7757616923555715,7746259318771700,PA0000-010,04/30/19,03/31/19,Pennsylvania UC Fund,PA,false
7757616923556050,7746259318771701,PA0000-001,04/30/19,03/31/19,Pennsylvania Department of Revenue,PA,false
7757616923567029,1410502713909353,NY0000-010,10/31/19,09/30/19,New York Unemployment,NY,false
7757616923570240,1410502713874369,FE0000-001,04/30/19,03/31/19,Internal Revenue Service,,false
7757616923567195,1410502713915699,NY0000-001,04/24/19,06/30/19,New York Withholding,NY,false
7757616923568058,1410502715148354,NJ0000-001,04/30/19,03/31/19,Gross Income Tax,NJ,false
7757616923567762,1410502715351502,WI0000-010,04/30/19,03/31/19,Wisconsin Department of Workforce Development,WI,false
7757616923577192,1410502713879054,CA0000-001,04/30/19,03/31/19,CA-EDD,CA,false
7757616923575671,7720508394487540,MN0000-010,04/30/19,03/31/19,Unemployment Insurance Minnesota,MN,false
7757616923522222,1410502715010258,MI0006-001,07/31/19,06/30/19,Grand Rapids,MI,false
7757616923520968,1410502715408420,LA0000-001,07/15/19,06/30/19,Department of Revenue and Taxation,LA,false
7757616923521576,7746259318456207,IN0000-010,07/31/19,06/30/19,Department of Workforce Development,IN,false
7757616923518854,1410502713957671,CO0000-010,07/31/19,06/30/19,Colorado State Treasurer,CO,false
7757616923526319,1410502714036859,GA0000-010,07/31/19,06/30/19,Georgia Department of Labor,GA,false
7757616923527697,1410502713957671,CO0000-010,07/31/19,06/30/19,Colorado State Treasurer,CO,false
7757616923530212,7746259318772200,PA9921-EIT,07/31/19,06/30/19,Municipal & School EIT Tax Officer,PA,false
7757616923533069,7746259318771704,PA9920-EIT,07/31/19,06/30/19,York Adams Tax Bureau - EIT,PA,false
7757616923533069,7746259318772840,PA1530-051,07/31/19,06/30/19,York Adams Tax Bureau - LST,PA,false
7757616923536399,7746259318775679,WA0000-014,07/31/19,03/31/19,Washington - Family and Medical Leave Insurance,WA,false
7757616923534537,1410502714041399,GA0000-001,04/30/19,03/31/19,Georgia Department of Revenue,GA,false
7757616923543904,1410502713879054,CA0000-001,04/30/19,03/31/19,CA-EDD,CA,false
7757616923548885,7746259318772884,KY0000-001,04/30/19,03/31/19,Kentucky Department of Revenue,KY,false
7757616923540250,7746259318771315,DC0000-010,07/31/19,06/30/19,DCDOES,DC,false
7757616923534170,1410502714022745,AZ0000-001,07/31/19,06/30/19,Arizona Withholding,AZ,false
7757616923534170,1410502714045863,NC0000-010,07/31/19,06/30/19,Division of Employment Security,NC,false
7757616923534537,1410502715328600,VA0000-010,07/31/19,06/30/19,Virginia Employment Commission,VA,false
7757616923536124,1410502714032142,CT0000-001,07/31/19,06/30/19,Commissioner of Revenue Services,CT,false
7757616923534516,1410502713957671,CO0000-010,07/31/19,06/30/19,Colorado State Treasurer,CO,false
7757616923540941,1410502715308748,UT0000-010,07/31/19,06/30/19,Department of Workforce Services,UT,false
7757616923542003,1410502713957671,CO0000-010,07/31/19,06/30/19,Colorado State Treasurer,CO,false
7757616923544750,1410502715148354,NJ0000-001,07/30/19,06/30/19,Gross Income Tax,NJ,false
7757616923515197,1410502715393686,SC0000-010,10/31/19,09/30/19,S.C. Dept. of Employment and Workforce,SC,false
7757616923515197,7746259318771743,PA9901-EIT,10/31/19,09/30/19,HAB-EIT,PA,false
7757616923529230,1410502713957671,CO0000-010,10/31/19,09/30/19,Colorado State Treasurer,CO,false
7757616923531212,1410502715188057,OR0000-001,10/31/19,09/30/19,Oregon Department of Revenue,OR,false
7757616923526701,1410502715377911,MD0000-010,10/31/19,09/30/19,Maryland Unemployment Insurance Fund,MD,false
7757616923526319,7746259318771313,OK0000-001,10/21/19,09/30/19,Oklahoma Tax Commission,OK,false
7757616923530705,1410502714032142,CT0000-001,10/31/19,09/30/19,Commissioner of Revenue Services,CT,false
7757616923541308,1410502714057017,TN0000-010,10/31/19,09/30/19,TN Dept of Labor & Workforce Development,TN,false
7757616923550035,1410502713915699,NY0000-001,07/31/19,06/30/19,New York Withholding,NY,false
7757616923555715,7746259318773111,MT0000-010,07/31/19,06/30/19,Unemployment Insurance Division,MT,false
7757616923555715,7720508394487540,MN0000-010,07/31/19,06/30/19,Unemployment Insurance Minnesota,MN,false
7757616923555715,7746259318771738,PA9914-EIT,07/31/19,06/30/19,Keystone Collections Group - EIT,PA,false
7757616923551377,7746259318771311,KS0000-010,07/31/19,06/30/19,Kansas Employment Security Fund,KS,false
7757616923558538,1410502715188057,OR0000-001,07/31/19,06/30/19,Oregon Department of Revenue,OR,false
7757616923560026,7746259318773122,SD0000-010,07/31/19,06/30/19,SD Reemployment Assistance,SD,false
7757616923567195,1410502713915699,NY0000-001,05/30/19,06/30/19,New York Withholding,NY,false
7757616923567195,1410502713915699,NY0000-001,06/26/19,06/30/19,New York Withholding,NY,false
7757616923569755,1410502713915699,NY0000-001,06/05/19,06/30/19,New York Withholding,NY,false
7757616923568058,1410502714045863,NC0000-010,07/31/19,06/30/19,Division of Employment Security,NC,false
7757616923567029,7746259318771316,DC0000-001,07/31/19,06/30/19,D.C. Treasurer,DC,false
7757616923565516,7746259318773545,PA2273-001,07/31/19,06/30/19,HAB-EIT,PA,false
7757616923565516,7746259318771701,PA0000-001,07/31/19,06/30/19,Pennsylvania Department of Revenue,PA,false
7757616923571273,1410502715188057,OR0000-001,07/31/19,06/30/19,Oregon Department of Revenue,OR,false
7757616923574460,1410502713915699,NY0000-001,07/31/19,06/30/19,New York Withholding,NY,false
7757616923550035,1410502713994187,MA0000-010,10/31/19,09/30/19,MA Division of Unemployment Assistance,MA,false
7757616923554819,1410502715188057,OR0000-001,10/31/19,09/30/19,Oregon Department of Revenue,OR,false
7757616923555715,7746259318773129,VT0000-001,10/25/19,09/30/19,Vermont Department of Taxes,VT,false
7757616923555715,7720508393918749,MN0000-001,10/31/19,09/30/19,Minnesota Dept. of Revenue,MN,false
7757616923560037,1410502713915699,NY0000-001,09/17/19,09/30/19,New York Withholding,NY,false
7757616923551377,7746259318773103,NM0000-001,10/31/19,09/30/19,New Mexico Taxation and Revenue Dept,NM,false
7757616923551377,1410502714879918,MI0000-010,10/25/19,09/30/19,Unemployment Insurance Agency,MI,false
7757616923554836,7746259318773130,WY0000-010,10/31/19,09/30/19,Wyoming Department of Workforce Services,WY,false
7757616923570312,1410502715389318,SC0000-001,10/31/19,09/30/19,S.C. Department of Revenue,SC,false
7757616923494621,7746259318771701,PA0000-001,07/31/19,06/30/19,Pennsylvania Department of Revenue,PA,false
7757616923493122,7746259318771703,PA2079-143,08/30/19,06/30/19,City of Pittsburgh-Expense,PA,false
7757616923493122,7720508393918749,MN0000-001,07/31/19,06/30/19,Minnesota Dept. of Revenue,MN,false
7757616923493077,7746259318771701,PA0000-001,07/31/19,06/30/19,Pennsylvania Department of Revenue,PA,false
7757616923498574,1410502714036859,GA0000-010,07/31/19,06/30/19,Georgia Department of Labor,GA,false
7757616923505163,1410502715148354,NJ0000-001,07/30/19,06/30/19,Gross Income Tax,NJ,false
7757616923498346,1410502713998933,MA0000-001,07/31/19,06/30/19,Commonwealth of Massachusetts,MA,false
7757616923501064,1410502714018289,AZ0000-010,07/31/19,06/30/19,Arizona Unemployment,AZ,false
7757616923501859,1410502715188057,OR0000-001,07/31/19,06/30/19,Oregon Department of Revenue,OR,false
7757616923513042,1410502714879918,MI0000-010,07/25/19,06/30/19,Unemployment Insurance Agency,MI,false
7757616923487582,1410502713915699,NY0000-001,09/18/19,09/30/19,New York Withholding,NY,false
7757616923494621,7746259318771701,PA0000-001,10/31/19,09/30/19,Pennsylvania Department of Revenue,PA,false
7757616923493122,1410502714008508,NV0000-010,10/31/19,09/30/19,Nevada Employment Security Division,NV,false
7757616923493122,1410502715188057,OR0000-001,10/31/19,09/30/19,Oregon Department of Revenue,OR,false
7757616923493077,,,10/31/19,09/30/19,,,false
7757616923499132,7746259318773128,VT0000-010,10/31/19,09/30/19,Vermont Department of Labor,VT,false
7757616923505163,7746259318771315,DC0000-010,10/31/19,09/30/19,DCDOES,DC,false
7757616923505163,7746259318771321,AL0000-001,10/31/19,09/30/19,Alabama Department of Revenue,AL,false
7757616923505163,7746259318773130,WY0000-010,10/31/19,09/30/19,Wyoming Department of Workforce Services,WY,false
7757616923505163,7746259318771743,PA9901-EIT,10/31/19,09/30/19,HAB-EIT,PA,false
7757616923508496,7746259318771701,PA0000-001,10/31/19,09/30/19,Pennsylvania Department of Revenue,PA,false
7757616923501657,1410502715148354,NJ0000-001,10/30/19,09/30/19,Gross Income Tax,NJ,false
7757616923501657,1410502715188057,OR0000-001,10/31/19,09/30/19,Oregon Department of Revenue,OR,false
7757616923508329,1410502715328600,VA0000-010,10/31/19,09/30/19,Virginia Employment Commission,VA,false
7757616923534537,1410502713898157,WA0000-150,04/30/19,03/31/19,Department of Labor and Industries,WA,false
7757616923541455,1410502713879054,CA0000-001,04/30/19,03/31/19,CA-EDD,CA,false
7757616923541455,1410502713879054,CA0000-001,10/31/19,09/30/19,CA-EDD,CA,false
7757616923544750,1410502713950907,IL0000-001,04/30/19,03/31/19,Illinois Withholding,IL,false
7757616923525246,1410502713874369,FE0000-001,07/31/19,06/30/19,Internal Revenue Service,,false
7757616923520968,7746259318771313,OK0000-001,04/22/19,03/31/19,Oklahoma Tax Commission,OK,false
7757616923520968,1410502714879918,MI0000-010,04/25/19,03/31/19,Unemployment Insurance Agency,MI,false
7757616923522222,1410502714879918,MI0000-010,04/25/19,03/31/19,Unemployment Insurance Agency,MI,false
7757616923526349,1410502715298921,UT0000-001,04/30/19,03/31/19,State Tax Commission,UT,false
7757616923531146,1410502715188057,OR0000-001,04/30/19,03/31/19,Oregon Department of Revenue,OR,false
7757616923533069,1410502713957671,CO0000-010,04/30/19,03/31/19,Colorado State Treasurer,CO,false
7757616923533069,,,04/30/19,03/31/19,,,false
7757616923534170,1410502714018289,AZ0000-010,04/30/19,03/31/19,Arizona Unemployment,AZ,false
7757616923534537,7746259318771316,DC0000-001,04/30/19,03/31/19,D.C. Treasurer,DC,false
7757616923536371,1410502714057017,TN0000-010,04/30/19,03/31/19,TN Dept of Labor & Workforce Development,TN,false
7757616923536124,1410502715328600,VA0000-010,04/30/19,03/31/19,Virginia Employment Commission,VA,false
7757616923540250,7746259318775679,WA0000-014,07/31/19,03/31/19,Washington - Family and Medical Leave Insurance,WA,false
7757616923540207,7746259318771701,PA0000-001,04/30/19,03/31/19,Pennsylvania Department of Revenue,PA,false
7757616923541308,1410502715188057,OR0000-001,04/30/19,03/31/19,Oregon Department of Revenue,OR,false
7757616923544750,1410502713892638,FL0000-010,04/30/19,03/31/19,Florida Department of Revenue,FL,false
7757616923544750,7746259318771700,PA0000-010,04/30/19,03/31/19,Pennsylvania UC Fund,PA,false
7757616923551377,1410502713887943,TX0000-010,07/31/19,06/30/19,TWC,TX,false
7757616923559607,1410502713898157,WA0000-150,04/30/19,03/31/19,Department of Labor and Industries,WA,false
7757616923562278,1410502713887943,TX0000-010,04/30/19,03/31/19,TWC,TX,false
7757616923577099,1410502713874369,FE0000-001,10/31/19,09/30/19,Internal Revenue Service,,false
7757616923577099,1410502713874369,FE0000-001,07/31/19,06/30/19,Internal Revenue Service,,false
7757616923555715,1410502713874369,FE0000-001,07/31/19,06/30/19,Internal Revenue Service,,false
7757616923558460,1410502713950907,IL0000-001,04/30/19,03/31/19,Illinois Withholding,IL,false
7757616923562578,1410502713879054,CA0000-001,07/31/19,06/30/19,CA-EDD,CA,false
7757616923551377,7746259318771415,OH1098-001,04/30/19,03/31/19,City Treasurer,OH,false
7757616923555715,1410502713957671,CO0000-010,04/30/19,03/31/19,Colorado State Treasurer,CO,false
7757616923562578,1410502713909353,NY0000-010,04/30/19,03/31/19,New York Unemployment,NY,false
7757616923557948,1410502713994187,MA0000-010,04/30/19,03/31/19,MA Division of Unemployment Assistance,MA,false
7757616923561405,7746259318771315,DC0000-010,04/30/19,03/31/19,DCDOES,DC,false
7757616923565508,1410502713874369,FE0000-001,04/30/19,03/31/19,Internal Revenue Service,,false
7757616923568551,1410502713879054,CA0000-001,10/31/19,09/30/19,CA-EDD,CA,false
7757616923569755,1410502713879054,CA0000-001,04/30/19,03/31/19,CA-EDD,CA,false
7757616923570314,1410502713879054,CA0000-001,10/31/19,09/30/19,CA-EDD,CA,false
7757616923572549,1410502713944477,IL0000-010,04/30/19,03/31/19,Illinois Unemployment,IL,false
7757616923573979,1410502713874369,FE0000-001,10/31/19,09/30/19,Internal Revenue Service,,false
7757616923576207,1410502715148354,NJ0000-001,04/30/19,03/31/19,Gross Income Tax,NJ,false
7757616923516649,1410502713879054,CA0000-001,07/31/19,06/30/19,CA-EDD,CA,false
7757616923515197,1410502713915699,NY0000-001,07/31/19,06/30/19,New York Withholding,NY,false
7757616923516939,1410502713994187,MA0000-010,07/31/19,06/30/19,MA Division of Unemployment Assistance,MA,false
7757616923519015,1410502713957671,CO0000-010,07/31/19,06/30/19,Colorado State Treasurer,CO,false
7757616923515961,7746259318771743,PA9901-EIT,07/31/19,06/30/19,HAB-EIT,PA,false
7757616923520321,7746259318771700,PA0000-010,07/31/19,06/30/19,Pennsylvania UC Fund,PA,false
7757616923533061,1410502713994187,MA0000-010,07/31/19,06/30/19,MA Division of Unemployment Assistance,MA,false
7757616923533061,7746259318771415,OH1098-001,07/31/19,06/30/19,City Treasurer,OH,false
7757616923533069,1410502713915699,NY0000-001,07/31/19,06/30/19,New York Withholding,NY,false
7757616923533069,7746259318771316,DC0000-001,07/31/19,06/30/19,D.C. Treasurer,DC,false
7757616923536399,1410502714057017,TN0000-010,04/30/19,03/31/19,TN Dept of Labor & Workforce Development,TN,false
7757616923536909,7746259318775679,WA0000-014,07/31/19,03/31/19,Washington - Family and Medical Leave Insurance,WA,false
7757616923544750,1410502713915699,NY0000-001,05/01/19,06/30/19,New York Withholding,NY,false
7757616923536371,1410502714057017,TN0000-010,07/31/19,06/30/19,TN Dept of Labor & Workforce Development,TN,false
7757616923541308,1410502715188057,OR0000-001,07/31/19,06/30/19,Oregon Department of Revenue,OR,false
7757616923541455,1410502713994187,MA0000-010,07/31/19,06/30/19,MA Division of Unemployment Assistance,MA,false
7757616923544750,7746259318773828,PA1474-001,07/31/19,06/30/19,HAB-EIT,PA,false
7757616923515197,1410502713915699,NY0000-001,08/07/19,09/30/19,New York Withholding,NY,false
7757616923515961,7746259318771701,PA0000-001,10/31/19,09/30/19,Pennsylvania Department of Revenue,PA,false
7757616923526319,7720508393918749,MN0000-001,10/31/19,09/30/19,Minnesota Dept. of Revenue,MN,false
7757616923530212,7746259318773918,PA3006-051,10/31/19,09/30/19,HAB-LST,PA,false
7757616923540207,1410502713879054,CA0000-001,07/31/19,06/30/19,CA-EDD,CA,false
7757616923540250,1410502713915699,NY0000-001,10/31/19,09/30/19,New York Withholding,NY,false
7757616923540941,1410502714032142,CT0000-001,10/31/19,09/30/19,Commissioner of Revenue Services,CT,false
7757616923534170,1410502714045863,NC0000-010,10/31/19,09/30/19,Division of Employment Security,NC,false
7757616923536124,1410502714032142,CT0000-001,10/31/19,09/30/19,Commissioner of Revenue Services,CT,false
7757616923542817,7746259318771315,DC0000-010,10/31/19,09/30/19,DCDOES,DC,false
7757616923553841,7746259318771316,DC0000-001,07/31/19,06/30/19,D.C. Treasurer,DC,false
